1 17.7778
1 15.9036
1 14.9604
1 15.5569
1 15.0715
1 16.8191
1 16.7953
1 15.6161
1 15.8454
1 15.2123
1 14.3182
1 15.1134
1 16.1573
1 14.2864
1 16.5164
1 13.945
1 15.4745
1 13.3938
1 15.9194
1 13.3199
1 15.4946
1 15.4133
1 15.1412
1 14.1964
1 15.4446
1 15.647
1 16.1559
1 16.2015
1 14.9398
1 14.073
1 15.8438
1 14.9275
1 14.6745
1 13.0673
1 15.419
1 14.1279
1 15.0914
1 14.7606
1 15.5102
1 14.583
1 15.7426
1 15.8285
1 16.042
1 18.1008
1 16.3007
1 15.5585
1 15.0881
1 14.3346
1 17.4622
1 15.3978
1 15.8374
1 16.1952
1 16.1369
1 16.0673
1 15.7174
1 15.7568
1 15.0894
1 14.5424
1 14.4465
1 14.0655
1 13.766
1 14.0043
1 14.3147
1 14.5582
1 15.9918
1 15.479
1 16.6028
1 18.4762
1 16.0154
1 15.9382
1 15.0483
1 17.7533
1 17.5261
1 16.3532
1 15.9732
1 15.563
1 16.1652
1 15.2968
1 15.5497
1 15.1511
1 15.2737
1 14.6795
1 14.0231
1 15.2235
1 14.3098
1 13.5778
1 15.7106
1 16.6381
1 16.4671
1 15.9853
1 16.9811
1 18.2974
1 17.8888
1 16.8285
1 16.0855
1 13.6104
1 13.0844
1 12.7294
1 13.3877
1 13.3768
1 13.4792
1 13.779
1 13.6768
1 15.5166
1 17.1632
1 18.5786
1 16.789
1 16.6945
1 16.1927
1 16.2488
1 15.6125
1 15.7105
1 14.7419
1 16.2968
1 13.7626
1 13.5704
1 14.9881
1 18.5522
1 19.8999
1 16.2003
1 16.642
1 19.0582
1 17.7559
1 14.8411
1 15.0884
1 13.8726
1 15.7957
1 15.8251
1 16.3009
1 16.7397
1 17.2403
1 17.353
1 16.5206
1 16.9055
1 16.7798
1 14.5278
1 16.3734
1 16.0508
1 14.7242
1 15.2325
1 16.5533
1 17.3726
1 17.3701
1 16.982
1 15.6638
1 15.9858
1 17.8621
1 17.2295
1 16.5036
1 16.4297
1 17.1163
1 15.8825
1 15.0659
1 15.2661
1 15.3886
1 15.5809
1 15.6057
1 15.6913
1 16.8341
1 16.6896
1 14.6385
1 15.1134
1 14.3316
1 16.0822
1 16.2336
1 17.749
1 18.53
1 16.0261
1 15.7031
1 16.3538
1 15.6668
1 15.2748
1 16.3727
1 15.3872
1 18.1276
1 17.5203
1 15.1908
1 15.1955
1 16.0374
1 15.6865
1 14.8476
1 15.965
1 14.5198
1 15.7048
1 16.6863
1 16.3663
1 15.8229
1 15.9788
1 15.8715
1 15.2368
1 15.916
1 14.2522
1 16.26
1 16.0918
1 15.8951
1 17.8844
1 17.2573
1 19.5426
1 18.9335
1 16.9788
1 15.7923
1 16.8505
1 15.6602
1 16.4046
1 17.183
1 15.8347
1 16.2457
1 16.0133
1 15.522
1 15.9126
1 15.0281
1 16.5073
1 17.2967
1 15.3053
1 13.3538
1 14.5507
1 14.7523
1 15.8783
1 15.0181
1 13.6033
1 15.2658
1 15.9921
1 15.3722
1 16.2923
1 16.4366
1 14.9044
1 13.9213
1 15.5556
1 16.0809
1 14.8742
1 14.0735
1 14.6953
1 15.3602
1 15.6779
1 16.4795
1 15.0905
1 15.0357
1 15.5453
1 16.1654
1 15.0099
1 14.5759
1 17.3275
1 16.5856
1 17.2735
1 15.5863
1 16.1278
1 17.4847
1 15.6564
1 14.7968
1 14.5553
1 15.7922
1 16.1142
1 18.5736
1 18.0726
1 17.7151
1 16.0648
1 17.4685
1 17.197
1 15.566
1 15.0075
1 15.4327
1 15.7024
1 15.7865
1 15.7626
1 16.3096
1 15.426
1 15.6826
1 17.4597
1 14.7695
1 14.775
1 15.1571
1 16.3947
1 15.0678
1 16.5814
1 16.4408
1 16.4691
1 17.5005
1 17.3486
1 16.1583
1 14.2589
1 13.2453
1 14.6601
1 16.0296
1 16.2205
1 16.2624
1 14.638
1 12.1308
1 14.6677
1 15.6625
1 15.6439
1 17.9079
1 15.2694
1 15.5871
1 15.7617
1 15.5594
1 13.9383
1 15.7667
1 16.3623
1 15.4062
1 16.1875
1 15.187
1 15.9321
1 14.4565
1 15.8866
1 14.326
1 13.1747
1 13.8746
1 15.6181
1 15.3907
1 16.6453
1 16.0068
1 14.4888
1 14.3781
1 14.8509
1 16.9039
1 17.1364
1 16.7083
1 15.837
1 14.1488
1 15.45
1 14.6372
1 16.1165
1 15.9144
1 15.0445
1 16.7849
1 15.2448
1 16.0619
1 16.3699
1 15.3755
1 17.3629
1 17.7121
1 17.0934
1 15.0294
1 13.4621
1 14.8121
1 16.3535
1 15.9324
1 14.8019
1 15.55
1 16.1049
1 17.4797
1 18.8664
1 17.68
1 16.3675
1 15.8593
1 15.7801
1 14.4313
1 16.3755
1 15.9283
1 17.2087
1 17.4307
1 17.1948
1 16.4527
1 13.9943
1 14.1684
1 14.7942
1 14.9607
1 15.3546
1 13.9741
1 13.3871
1 14.4375
1 16.3834
1 17.2403
1 17.6089
1 17.2266
1 16.4935
1 16.9731
1 16.4435
1 15.4708
1 15.7437
1 15.4933
1 16.1721
1 15.2461
1 14.0103
1 13.3672
1 12.9753
1 17.7333
1 14.6477
1 15.3394
1 15.4068
1 14.9798
1 14.8721
1 15.2265
1 14.9318
1 17.1361
1 17.9152
1 16.5808
1 15.3564
1 15.3778
1 15.6959
1 15.5038
1 14.3453
1 13.0048
1 13.9996
1 12.4964
1 12.9242
1 15.7174
1 15.6571
1 14.9533
1 16.8848
1 15.5134
1 15.425
1 15.2438
1 16.051
1 15.298
1 16.9263
1 13.8431
1 15.8832
1 16.2669
1 15.8722
1 14.7307
1 14.1793
1 16.0174
1 16.7304
1 14.6121
1 15.8766
1 16.4515
1 16.7215
1 16.5537
1 15.8886
1 16.2518
1 15.5717
1 16.2721
1 17.6534
1 18.8054
1 16.3721
1 17.6175
1 14.8136
1 15.9224
1 16.7056
1 15.2282
1 13.9523
1 14.4677
1 15.5671
1 16.0182
1 14.4125
1 14.5899
1 13.555
1 14.3443
1 16.0005
1 16.3968
1 17.6241
1 17.3499
1 16.3577
1 18.2318
1 17.1107
1 17.0527
1 17.8917
1 16.4902
1 16.2926
1 16.4991
1 17.5656
1 15.5998
1 14.564
1 15.036
1 16.3944
1 17.2912
1 16.9248
1 18.6572
1 15.7778
1 14.0548
1 16.1996
1 15.1776
1 15.2558
1 13.9259
1 14.1416
1 15.4914
1 13.113
1 12.7887
1 13.2113
1 14.2762
1 16.8147
1 16.6519
1 16.2393
1 17.4262
1 16.7768
1 15.6559
1 14.0658
1 14.0723
1 14.3594
1 14.171
1 16.8167
1 16.2667
1 17.5574
1 16.4883
1 15.3754
1 14.2184
1 14.4129
1 16.3561
1 16.9244
1 15.302
1 16.4602
1 15.3648
1 16.0274
1 15.4782
1 15.4233
1 16.6078
1 15.5423
1 14.5206
1 15.2747
1 16.4974
1 16.337
1 15.0391
1 15.0861
1 14.9116
1 14.8695
1 13.9865
1 14.5235
1 15.5759
1 14.3205
1 14.5012
1 16.3529
1 16.0834
1 16.1278
1 19.6539
1 17.0759
