0.5 78.4322 1.03275
0.6 43.8661 0.897209
0.7 24.4282 0.44125
0.8 15.4801 0.192307
0.9 10.3551 0.127946
1 7.46923 0.0571659
1.1 5.60939 0.0457221
1.2 4.41785 0.0334917
1.3 3.55874 0.0274682
1.4 2.94216 0.0202169
1.5 2.52746 0.0192338
1.6 2.18308 0.0120597
1.7 1.88616 0.00935704
1.8 1.68015 0.0113562
1.9 1.50475 0.00883517
2 1.35387 0.00633074
